data;stazione;numPassaggio;codiceSpecie;lunghezza;peso;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;100;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;112;13;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;81;4;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;SZ;72;4;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;185;54;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;150;31;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;143;38;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;162;29;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;111;13;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;133;24;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;126;21;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;87;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;96;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;96;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;100;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;101;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;88;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;89;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;90;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;90;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;91;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;92;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;55;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;58;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;60;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;62;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;66;3;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;CV;236;111;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;156;37;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;162;38;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;BA;122;17;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;116;16;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;111;12;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;SZ;82;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;SZ;85;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;SZ;103;13;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;SZ;78;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;56;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;60;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;63;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;67;3;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;70;3;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;86;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;88;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;89;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;91;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;92;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;94;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;95;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;97;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;98;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;100;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;101;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;103;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;2;VA;104;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;110;12;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;112;13;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;115;14;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;88;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;89;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;90;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;91;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;93;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;94;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;95;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;96;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;83;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;62;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;75;4;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;BA;150;30;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;BA;242;104;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;117;17;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;90;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;93;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;95;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;96;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;96;8;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;102;9;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;80;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;82;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;67;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;70;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;74;3;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;77;3;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;80;4;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;SZ;68;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;BA;182;54;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;BA;208;75;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;123;22;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;87;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;81;7;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;62;2;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;BA;213;74;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;105;13;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;81;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;82;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;84;5;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;85;6;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;76;4;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;72;3;;;;;;;;;;;;;;;;;;;;;
07/07/2019;2190627 Reno 390;3;VA;56;2;;;;;;;;;;;;;;;;;;;;;
